confidence,entropy,margin,error
0.79992527,0.50050604,0.59985054,0
0.86439145,0.39691094,0.7287829,1
0.9402959,0.22615264,0.88059175,0
0.6655872,0.63725984,0.33117437,0
0.63764083,0.6547635,0.27528164,0
0.9340967,0.24291074,0.8681934,0
0.85628945,0.41164246,0.7125789,0
0.96703756,0.14489363,0.9340751,0
0.8989377,0.32741082,0.7978754,0
0.7129524,0.59948695,0.42590478,0
0.75521237,0.55653596,0.51042473,0
0.54855627,0.68842435,0.09711254,1
0.9538381,0.18705516,0.9076762,0
0.65792453,0.6424025,0.3158491,0
0.89294565,0.34031206,0.7858913,0
0.8897595,0.3470179,0.77951896,0
0.8142253,0.48003787,0.62845063,0
0.803697,0.49523437,0.607394,1
0.90853417,0.30591613,0.81706834,0
0.95947516,0.16960858,0.9189503,0
0.9517949,0.1931959,0.90358984,0
0.86991346,0.3865512,0.7398269,0
0.6360849,0.6556376,0.27216983,0
0.6886524,0.62017465,0.37730482,0
0.9002896,0.3244462,0.8005792,0
0.50827366,0.69301033,0.016547322,1
0.89371526,0.33867645,0.7874305,0
0.865842,0.39421514,0.73168397,0
0.94798714,0.20439985,0.8959743,0
0.8234445,0.46613008,0.646889,0
0.9182789,0.28295293,0.83655775,0
0.9353401,0.23960137,0.8706802,0
0.6730931,0.63196653,0.34618613,0
0.8805462,0.3658353,0.7610924,1
0.9134365,0.29451412,0.82687294,0
0.90764487,0.30795318,0.81528974,0
0.89757544,0.33037785,0.7951509,0
0.5207446,0.69228625,0.041489244,1
0.5544281,0.68721056,0.10885617,0
0.83104086,0.45423195,0.6620817,0
0.57352954,0.68229467,0.14705908,1
0.51123536,0.6928947,0.022470713,1
0.95626783,0.17962891,0.91253567,0
0.867204,0.39166743,0.734408,0
0.9348957,0.24078715,0.8697914,0
0.9251616,0.26597834,0.8503232,0
0.6456533,0.65009594,0.2913066,1
0.69874036,0.61192787,0.39748073,0
0.81930256,0.47244942,0.6386051,1
0.59740436,0.6740501,0.19480875,0
0.9332086,0.24525912,0.86641717,0
0.94577456,0.21077363,0.8915491,0
0.9121893,0.2974431,0.8243786,0
0.6029744,0.67178726,0.20594883,0
0.5617634,0.68549824,0.12352678,0
0.5704772,0.68318,0.14095438,0
0.9344494,0.24197462,0.86889875,0
0.92417276,0.26845783,0.8483455,1
0.5763799,0.6814336,0.15275982,0
0.5136963,0.6927719,0.027392626,1
0.9673619,0.14379598,0.93472385,0
0.80403185,0.49476203,0.6080637,0
0.71324885,0.599217,0.42649773,0
0.7796253,0.52738184,0.5592506,0
0.7373576,0.5758026,0.4747152,0
0.6987815,0.61189324,0.39756298,0
0.9293625,0.2552849,0.85872495,0
0.84047353,0.43888384,0.68094707,0
0.9286676,0.25707188,0.8573352,0
0.8944467,0.3371163,0.78889334,0
0.78184426,0.5245638,0.5636885,1
0.72016954,0.5927931,0.4403391,1
0.6805639,0.6264437,0.36112785,1
0.91010845,0.30228686,0.8202169,0
0.5153303,0.6926771,0.03066066,0
0.81115276,0.48454714,0.6223055,0
0.8977758,0.32994267,0.79555166,0
0.65419585,0.6448105,0.3083917,0
0.8976629,0.33018804,0.79532576,0
0.56327343,0.6851186,0.12654686,1
0.9021782,0.32027036,0.80435646,0
0.96737415,0.14375468,0.9347483,0
0.93551075,0.23914519,0.8710215,0
0.85198987,0.41924188,0.70397973,0
0.8817984,0.3633265,0.7635968,0
0.93843776,0.23124465,0.8768755,0
0.64050627,0.65312636,0.28101254,0
0.54481316,0.68912536,0.08962628,0
0.50424206,0.6931112,0.008484125,1
0.60692984,0.67010164,0.21385968,1
0.84699875,0.42787993,0.6939975,0
0.58317417,0.6792468,0.16634834,1
0.8780616,0.3707694,0.7561232,0
0.8752594,0.37626505,0.7505188,0
0.755611,0.5560864,0.511222,0
0.68433654,0.6235574,0.36867306,0
0.92925966,0.2555498,0.8585193,0
0.74580866,0.56689316,0.49161732,0
0.95753944,0.1756866,0.9150789,0
0.92023164,0.27820325,0.8404633,0
0.820038,0.47133583,0.64007604,0
0.7671525,0.5426942,0.534305,0
0.92641515,0.26281464,0.8528303,0
0.5400894,0.68992937,0.08017886,0
0.5137156,0.6927709,0.02743125,1
0.9081041,0.3069024,0.81620824,0
0.6601443,0.6409397,0.32028866,0
0.9325697,0.24694064,0.86513937,0
0.9137671,0.29373437,0.8275342,0
0.90965104,0.30334446,0.8193021,0
0.82673764,0.46102154,0.6534753,0
0.9419627,0.2215325,0.88392544,0
0.9494072,0.20025696,0.89881444,0
0.75038326,0.56191367,0.5007665,0
0.88643134,0.35391203,0.7728627,0
0.586564,0.67808473,0.17312801,1
0.7751595,0.5329665,0.55031896,0
0.80685866,0.49074602,0.6137173,0
0.8240116,0.46525562,0.64802325,0
0.8462099,0.42922747,0.69241977,0
0.89253926,0.34117323,0.7850785,0
0.62045234,0.66384226,0.24090469,0
0.7844934,0.5211617,0.5689868,1
0.86560166,0.39466304,0.7312033,0
0.9331647,0.24537486,0.86632943,0
0.7996708,0.5008584,0.59934163,0
0.5352975,0.6906533,0.070595026,1
0.8083391,0.4886223,0.61667824,0
0.776265,0.53159475,0.55253005,1
0.9234654,0.27022308,0.84693074,0
0.93668354,0.23599705,0.8733671,0
0.98781776,0.06580427,0.9756355,0
0.6594668,0.6413885,0.3189336,0
0.8524343,0.41846323,0.70486856,0
0.8955641,0.33472177,0.79112816,0
0.7315548,0.5817063,0.4631096,0
0.5432878,0.68939483,0.08657563,0
0.9326079,0.24684024,0.8652158,0
0.83019555,0.45557606,0.6603911,0
0.6179237,0.6650714,0.23584735,0
0.92789024,0.25906235,0.8557805,0
0.5093206,0.69297343,0.018641233,1
0.60235935,0.67204344,0.20471871,1
0.51810706,0.6924913,0.036214113,1
0.90326357,0.31785244,0.80652714,0
0.7957535,0.5062333,0.59150696,0
0.72274524,0.5903418,0.44549048,0
0.7067639,0.60502386,0.41352785,0
0.9501369,0.19811201,0.9002738,0
0.8758085,0.37519392,0.75161695,0
0.8162372,0.4770515,0.6324744,0
0.8260437,0.46210426,0.65208745,1
0.87949085,0.3679382,0.7589817,0
0.84493315,0.43139833,0.6898663,0
0.832507,0.45188868,0.665014,0
0.62654257,0.6607702,0.25308514,0
0.69934785,0.61141586,0.39869574,0
0.56017995,0.6858864,0.12035993,0
0.75273454,0.559311,0.5054691,1
0.88573855,0.3553332,0.7714771,0
0.60253364,0.67197096,0.20506728,1
0.80610114,0.49182722,0.6122023,0
0.9125015,0.2967117,0.825003,0
0.66038287,0.64078116,0.3207657,0
0.60394716,0.67137873,0.20789433,0
0.5317282,0.6911324,0.063456416,0
0.97581786,0.11389671,0.9516357,0
0.56330764,0.6851099,0.12661532,0
0.74419594,0.5686222,0.4883919,0
0.5556297,0.6869451,0.11125934,1
0.71702695,0.59573936,0.43405387,0
0.9121487,0.29753804,0.8242974,0
0.96233594,0.160448,0.9246719,0
0.8896632,0.3472189,0.77932644,0
0.5622838,0.6853685,0.12456763,1
0.81831354,0.47394115,0.6366271,1
0.62025523,0.66393906,0.24051046,1
0.9665481,0.14654374,0.9330962,0
0.7272699,0.5859554,0.45453975,0
0.6555798,0.643924,0.31115958,0
0.54012215,0.6899241,0.0802443,0
0.9183403,0.28280425,0.83668065,0
0.91652304,0.28718024,0.8330461,0
0.6534594,0.64527875,0.30691886,0
0.64503026,0.65046895,0.29006052,0
0.65510434,0.6442294,0.31020868,1
0.5975441,0.6739949,0.19508815,1
0.7508708,0.56137645,0.50174165,0
0.8579311,0.40870148,0.71586215,0
0.9181059,0.28337124,0.8362118,0
0.8327117,0.45156026,0.6654234,0
0.5797597,0.6803695,0.15951946,0
0.7595614,0.55158496,0.51912284,0
0.9033589,0.31763947,0.80671775,0
0.8777164,0.3714503,0.75543284,0
0.5029433,0.6931299,0.0058865845,0
0.500387,0.6931469,0.0007740259,0
0.6142668,0.6668012,0.22853363,1
0.8857155,0.35538045,0.77143097,0
0.86521196,0.39538825,0.7304239,0
0.89960295,0.32595453,0.7992059,0
0.95076853,0.19624609,0.90153706,0
0.558068,0.68638813,0.116135955,1
0.7584609,0.55284756,0.51692176,0
0.96305704,0.15810388,0.9261141,0
0.9428173,0.21914428,0.88563454,0
0.8940104,0.33804756,0.78802085,0
0.90560734,0.31258473,0.8112147,0
0.637172,0.655028,0.274344,0
0.8846676,0.35752082,0.76933515,1
0.52699006,0.6916896,0.053980112,0
0.9436794,0.2167211,0.8873588,0
0.86483157,0.39609492,0.72966313,0
0.7790698,0.5280828,0.55813956,0
0.87744814,0.37197876,0.7548963,0
0.9460991,0.20984483,0.8921982,0
0.9496568,0.1995246,0.89931357,0
0.9653953,0.15040115,0.93079054,0
0.9345334,0.24175128,0.86906683,0
0.8932639,0.3396365,0.78652775,0
0.5100804,0.69294393,0.020160794,1
0.92162216,0.27478957,0.8432443,0
0.8840561,0.35876483,0.7681122,0
0.9001392,0.32477695,0.8002784,0
0.63746256,0.6548642,0.2749251,1
0.73488414,0.57834023,0.46976826,0
0.50195956,0.69313955,0.0039191544,0
0.7540505,0.5578413,0.508101,0
0.9051932,0.31352013,0.8103864,0
0.68185294,0.6254648,0.36370587,0
0.8147892,0.47920358,0.62957835,0
0.75603586,0.55560637,0.5120717,0
0.83329755,0.4506188,0.6665951,0
0.912525,0.29665664,0.82505,0
0.5214372,0.69222784,0.042874455,0
0.8921878,0.34191668,0.78437555,0
0.5775118,0.6810824,0.15502357,0
0.9505793,0.196806,0.9011586,0
0.71446866,0.59810185,0.42893732,1
0.92996484,0.25372988,0.8599297,0
0.67922014,0.6274559,0.35844028,0
0.55338234,0.68743694,0.106764674,1
0.8389287,0.44144207,0.6778574,0
0.7763461,0.5314939,0.5526922,0
0.5410491,0.6897733,0.082098246,1
0.6817143,0.62557054,0.36342856,0
0.8847671,0.35731798,0.76953423,0
0.71706825,0.595701,0.4341365,0
0.923511,0.27010933,0.84702206,0
0.5937082,0.6754805,0.18741643,1
0.80533016,0.49292386,0.6106603,0
0.7853954,0.5199939,0.57079077,0
0.5104088,0.69293046,0.020817637,1
0.65602434,0.6436373,0.31204867,0
0.92364854,0.2697667,0.8472971,0
0.83406514,0.4493815,0.6681303,0
0.8801131,0.36669952,0.76022625,0
0.7335893,0.57965606,0.4671786,0
0.93998176,0.22701775,0.8799635,0
0.92132795,0.275514,0.8426559,0
0.8964815,0.3327458,0.792963,0
0.8972955,0.33098513,0.79459095,0
0.7334465,0.5798007,0.466893,0
0.95912915,0.17070197,0.9182583,0
0.6861882,0.6221167,0.3723764,0
0.84777933,0.4265418,0.69555867,1
0.83789414,0.44314545,0.6757883,1
0.96050984,0.16632046,0.9210197,0
0.87504226,0.3766879,0.7500845,0
0.6960386,0.61418355,0.3920772,1
0.6552855,0.6441132,0.31057099,0
0.9003086,0.32440433,0.8006172,0
0.913886,0.29345357,0.827772,0
0.90236306,0.31985956,0.8047261,0
0.86540467,0.39502984,0.73080933,0
0.897123,0.3313588,0.79424596,0
0.882619,0.3616741,0.76523805,0
0.9371901,0.23462999,0.87438023,0
0.8620792,0.4011711,0.7241584,1
0.5923918,0.67597616,0.18478358,0
0.70361304,0.60777175,0.40722612,0
0.6777131,0.6285813,0.3554262,1
0.8550656,0.41382074,0.71013117,0
0.90667427,0.31016552,0.81334853,0
0.8842337,0.35840386,0.7684674,0
0.8138503,0.4805916,0.62770057,1
0.8665164,0.39295563,0.7330328,0
0.9027731,0.31894684,0.80554616,0
0.54037195,0.6898838,0.08074391,1
0.5811574,0.67991567,0.16231477,1
0.86456335,0.39659244,0.7291267,0
0.93493843,0.24067327,0.86987686,0
0.72563505,0.58755213,0.4512701,1
0.86059606,0.40387994,0.7211921,0
0.88761175,0.3514796,0.7752235,0
0.5555266,0.686968,0.11105323,1
0.8807294,0.36546925,0.76145875,0
0.917644,0.2844861,0.83528805,0
0.8822621,0.3623935,0.7645242,0
0.7888973,0.515414,0.57779455,0
0.879688,0.36754614,0.75937605,0
0.85773426,0.40905523,0.7154685,0
0.60995877,0.6687665,0.21991754,1
0.5102209,0.6929382,0.02044174,0
0.93223083,0.24782988,0.86446166,0
0.677654,0.62862515,0.35530803,0
0.9569616,0.17748305,0.91392314,0
0.61491513,0.66649866,0.2298303,0
0.85972226,0.40546736,0.7194445,0
0.70371485,0.6076838,0.40742972,0
0.5846901,0.678733,0.16938019,0
0.6648835,0.63774306,0.32976702,0
0.7211123,0.59189975,0.44222462,0
0.9637135,0.15595722,0.92742705,0
0.93198663,0.24846962,0.86397326,0
0.81368595,0.4808339,0.6273719,0
0.9357564,0.23848775,0.8715128,0
0.70831865,0.6036503,0.4166373,1
0.713393,0.5990857,0.42678595,0
0.69288826,0.61677015,0.38577655,0
0.576372,0.68143606,0.15274402,0
0.6298702,0.6590247,0.25974032,0
0.9631936,0.15765841,0.9263872,0
0.5339308,0.69084287,0.06786159,1
0.862086,0.40115863,0.724172,0
0.8901108,0.34628364,0.7802216,0
0.8844235,0.35801786,0.768847,0
0.76697063,0.54291093,0.53394127,0
0.8223417,0.46782404,0.64468336,0
0.8994329,0.32632723,0.7988658,0
0.5344972,0.69076514,0.0689944,0
0.8314771,0.45353633,0.6629542,0
0.6085123,0.6694089,0.21702456,0
0.6487976,0.64818776,0.29759514,0
0.6295208,0.65921026,0.25904152,0
0.8230164,0.46678862,0.6460328,0
0.65648806,0.6433375,0.31297612,1
0.93530947,0.23968321,0.87061894,0
0.55352324,0.6874067,0.107046485,1
0.9692403,0.13737306,0.9384806,0
0.9072652,0.3088199,0.8145304,0
0.5064409,0.6930642,0.012881756,0
0.8631512,0.39920163,0.7263024,0
0.88124746,0.3644321,0.7624949,0
0.79971397,0.5007987,0.59942794,0
0.9591193,0.17073298,0.91823864,0
0.8969157,0.3318076,0.79383135,0
0.9108797,0.30049783,0.82175934,0
0.68404853,0.62378,0.36809704,0
0.70018494,0.6107076,0.40036988,1
0.60437155,0.6711993,0.2087431,0
0.94914716,0.20101874,0.8982943,0
0.54442656,0.68919456,0.08885315,0
0.8651314,0.3955381,0.73026276,0
0.80893207,0.4877678,0.61786413,0
0.9034477,0.31744087,0.8068954,0
0.8411776,0.437712,0.68235517,0
0.9147641,0.2913746,0.8295282,0
0.9145416,0.2919023,0.8290832,0
0.9550118,0.18348518,0.91002357,0
0.81480795,0.4791758,0.6296159,0
0.88545287,0.35591787,0.77090573,0
0.8460248,0.42954293,0.6920496,0
0.9411573,0.22377123,0.88231456,0
0.64793485,0.6487157,0.2958697,1
0.9078959,0.307379,0.81579185,0
0.9271511,0.26094666,0.85430217,0
0.8529822,0.41750103,0.70596445,0
0.9677968,0.1423192,0.9355936,0
0.658984,0.6417071,0.317968,1
0.8292241,0.45711434,0.6584482,1
0.67796606,0.62839305,0.35593212,1
0.80121124,0.4987187,0.6024225,0
0.87386465,0.3789736,0.7477293,0
0.87414587,0.3784289,0.74829173,0
0.9584636,0.1727965,0.9169272,0
0.92745113,0.2601827,0.85490227,0
0.9035346,0.31724656,0.8070692,0
0.5686451,0.68369305,0.13729024,1
0.68926036,0.61969113,0.37852073,0
0.91306084,0.29539838,0.8261217,0
0.9010645,0.32273766,0.80212903,0
0.93540746,0.23942137,0.8708149,0
0.9172575,0.28541702,0.834515,0
0.92099273,0.27633804,0.84198546,0
0.575885,0.68158555,0.15177,0
0.8803172,0.36629248,0.7606344,0
0.8905979,0.34526348,0.78119576,0
0.92964333,0.25456053,0.85928667,0
0.93842375,0.23128279,0.8768475,0
0.69598323,0.6142293,0.39196646,1
0.8885907,0.34945175,0.7771814,0
0.9592093,0.17044891,0.91841865,0
0.9057486,0.31226516,0.8114972,0
0.8372733,0.44416386,0.6745466,0
0.7734992,0.53501356,0.5469984,0
0.77441525,0.5338861,0.5488305,0
0.8441082,0.4327943,0.68821645,0
0.9273286,0.26049486,0.8546572,0
0.78238744,0.52386963,0.5647749,1
0.5947468,0.67508423,0.18949366,0
0.80996037,0.48628044,0.61992073,0
0.7871066,0.51776505,0.57421315,0
0.5102422,0.6929374,0.020484447,1
0.9648358,0.15225863,0.92967165,0
0.66043365,0.6407474,0.32086733,0
0.5867506,0.6780194,0.17350125,0
0.90545744,0.31292358,0.8109149,0
0.8983457,0.32870272,0.7966914,0
0.65933126,0.64147806,0.31866252,1
0.8711425,0.3842091,0.742285,0
0.8457291,0.43004644,0.6914582,0
0.94425243,0.21510285,0.88850486,0
0.94855034,0.2027618,0.8971007,0
0.9363554,0.23688012,0.8727108,0
0.9298049,0.2541433,0.85960984,0
0.9529998,0.18958603,0.90599954,0
0.7056419,0.6060078,0.41128385,1
0.80598664,0.49199033,0.6119733,0
0.8660967,0.39373997,0.73219335,0
0.6922701,0.61727226,0.3845402,0
0.6154881,0.6662298,0.23097622,0
0.906374,0.3108478,0.81274796,0
0.77036846,0.53883076,0.5407369,0
0.93313086,0.24546404,0.8662617,0
0.53682464,0.6904326,0.07364929,1
0.8329536,0.4511719,0.66590714,1
0.9381352,0.23206805,0.8762704,0
0.6082429,0.66952753,0.21648586,0
0.58479285,0.6786978,0.1695857,0
0.8045293,0.494059,0.6090586,0
0.7340112,0.5792283,0.46802232,0
0.79734075,0.50406694,0.5946815,0
0.90438765,0.31533393,0.8087753,0
0.5498437,0.6881701,0.09968746,1
0.55930793,0.6860957,0.118615866,0
0.9523666,0.1914871,0.9047332,0
0.806004,0.4919656,0.612008,0
0.67706084,0.62906516,0.35412166,0
0.8521782,0.41891208,0.70435643,1
0.8744937,0.3777542,0.74898744,0
0.82742035,0.45995313,0.6548407,0
0.5932437,0.6756562,0.18648744,0
0.50906813,0.6929827,0.018136263,1
0.8908792,0.34467316,0.7817584,1
0.8294354,0.4567803,0.6588708,1
0.80165786,0.49809554,0.6033157,0
0.6912435,0.6181021,0.38248706,0
0.55841506,0.68630695,0.11683011,0
0.9389112,0.22995296,0.8778224,1
0.9170674,0.285874,0.8341348,0
0.5257712,0.6918183,0.0515424,1
0.8124505,0.4826501,0.62490106,0
0.85677326,0.41077802,0.7135465,0
0.62619996,0.6609472,0.25239992,1
0.8492334,0.42403653,0.6984668,0
0.6706765,0.63369846,0.34135306,0
0.81138533,0.484208,0.62277067,0
0.5498227,0.68817437,0.09964535,1
0.9374782,0.23385078,0.87495637,0
0.6192106,0.66444933,0.23842123,0
0.7528067,0.55923057,0.50561345,1
0.5499115,0.68815655,0.09982297,0
0.77605855,0.5318514,0.5521171,0
0.952263,0.19179726,0.904526,0
0.7116916,0.60063004,0.42338324,1
0.9730347,0.12402967,0.94606936,0
0.7314836,0.5817776,0.4629672,0
0.8007114,0.49941465,0.6014228,1
0.92149407,0.27510506,0.84298813,0
0.6551571,0.64419556,0.31031418,1
0.8756551,0.37549344,0.7513102,0
0.6584414,0.64206386,0.31688285,1
0.56516874,0.684629,0.13033748,0
0.9127593,0.29610685,0.8255186,0
0.86856735,0.3891011,0.7371347,0
0.7410424,0.5719638,0.48208475,1
